Dataset,Sputnik_time,Sputnik_gflops,ours_time,ours_gflops
vsp_south31_slptsk, 164.252670, 1.479975, 0.407552,596.463562
vsp_vibrobox_scagr7-2c_rlfddd, 623.870972, 0.893695, 1.049600,531.202436
vt2010, 110.908417, 0.897882, 0.290816,342.425165
wa2010, 3986.450439, 0.152104, 1.446912,419.069341
wang3, 71.023613, 1.596476, 0.222208,510.276513
wang4, 71.035904, 1.596452, 0.220160,515.104669
water_tank, 385.688568, 3.377284, 2.116608,615.409135
wathen100, 96.666626, 3.122325, 0.348160,866.913606
wathen120, 138.704895, 2.610485, 0.402432,899.747149
watson_1, 8111.960938, 0.083242, 1.954816,345.433803
watson_2, 24839.994141, 0.047572, 3.418112,345.714308
wave, 2548.374512, 0.532082, 1.703936,795.771493
waveguide3D, 46.377983, 4.187753, 0.315392,615.803596
web-BerkStan, 48924.238281, 0.099427, 8.486912,573.162645
web-Google, 87501.398438, 0.037339, 7.915520,412.761876
web-NotreDame, 11056.175781, 0.086663, 2.149376,445.787893
web-Stanford, 8282.452148, 0.178691, 3.411968,433.766695
webbase-1M, 104187.750000, 0.019077, 5.096448,389.985940
wheel_601, 68009.476562, 0.020428, 4.799488,289.472740
wi2010, 6676.557617, 0.115931, 1.803264,429.231965
wiki-Talk, 0.006144, 523063.523165, 11.065344,290.429511
wikipedia-20051105, 278510.312500, 0.045391, 27.796480,454.804703
wikipedia-20060925, 0.005120, 4658637.117687, 54.037502,441.401257
wikipedia-20061104, 0.005120, 4922904.499363, 57.312256,439.788489
wikipedia-20070206, 0.006144, 4690665.354920, 66.042877,436.374825
windscreen, 54.307838, 17.469478, 1.740800,544.996316
wing, 401.321991, 0.387660, 0.334848,464.617755
wing_nodal, 12.614656, 7.659712, 0.222208,434.838723
world, 241.716217, 0.526589, 0.506880,251.114906
wv2010, 1906.061279, 0.222590, 1.103872,384.347191
wy2010, 775.573486, 0.352842, 0.731136,374.287453
x104, 1231.145996, 5.285546, 8.921088,729.426635
xenon1, 246.740997, 3.063604, 0.808960,934.430356
xenon2, 2585.594971, 0.957103, 2.326528,1063.679544
